web-scraper-order,web-scraper-start-url,expansion
"1647742575-1717","https://www.ncbi.nlm.nih.gov/mesh/?term=Nanocapsules","null"
"1647754270-5078","https://www.ncbi.nlm.nih.gov/mesh/?term=Arsenicals","null"
"1647742472-1677","https://www.ncbi.nlm.nih.gov/mesh/?term=Sumatriptan","A serotonin agonist that acts selectively at 5HT1 receptors. It is used in the treatment of MIGRAINE DISORDERS."
"1647741374-1250","https://www.ncbi.nlm.nih.gov/mesh/?term=Chondromatosis","Multiple formation of chondromas. (Dorland, 27th ed)"
"1647747580-3332","https://www.ncbi.nlm.nih.gov/mesh/?term=Perioperative","The time periods immediately before, during and following a surgical operation."
"1647740818-1035","https://www.ncbi.nlm.nih.gov/mesh/?term=Parvoviridae","A family of very small DNA viruses containing a single molecule of single-stranded DNA and consisting of two subfamilies: PARVOVIRINAE and DENSOVIRINAE. They infect both vertebrates and invertebrates."
"1647751128-4264","https://www.ncbi.nlm.nih.gov/mesh/?term=Standards","A basis of value established for the measure of quantity, weight, extent or quality, e.g. weight standards, standard solutions, methods, techniques, and procedures used in diagnosis and therapy."
"1647750523-4100","https://www.ncbi.nlm.nih.gov/mesh/?term=Xenopus","The commonest and widest ranging species of the clawed ""frog"" (Xenopus) in Africa. This species is used extensively in research. There is now a significant population in California derived from escaped laboratory animals."
"1647756593-5657","https://www.ncbi.nlm.nih.gov/mesh/?term=Dehydrogenase","The class of all enzymes catalyzing oxidoreduction reactions. The substrate that is oxidized is regarded as a hydrogen donor. The systematic name is based on donor:acceptor oxidoreductase. The recommended name will be dehydrogenase, wherever this is possible; as an alternative, reductase can be used. Oxidase is only used in cases where O2 is the acceptor. (Enzyme Nomenclature, 1992, p9)"
"1647742708-1769","https://www.ncbi.nlm.nih.gov/mesh/?term=Mesocricetus","A genus of the family Muridae having three species. The present domesticated strains were developed from individuals brought from Syria. They are widely used in biomedical research."
"1647747164-3208","https://www.ncbi.nlm.nih.gov/mesh/?term=Situs","A congenital abnormality in which organs in the THORAX and the ABDOMEN are opposite to their normal positions (situs solitus) due to lateral transposition. Normally the STOMACH and SPLEEN are on the left, LIVER on the right, the three-lobed right lung is on the right, and the two-lobed left lung on the left. Situs inversus has a familial pattern and has been associated with a number of genes related to microtubule-associated proteins."
"1647741548-1318","https://www.ncbi.nlm.nih.gov/mesh/?term=Academic","Work consisting of formal presentations made usually to fulfill requirements for an academic degree."
"1647759663-6372","https://www.ncbi.nlm.nih.gov/mesh/?term=Interference","The science and application of a double-beam transmission interference microscope in which the illuminating light beam is split into two paths. One beam passes through the specimen while the other beam reflects off a reference mirror before joining and interfering with the other. The observed optical path difference between the two beams can be measured and used to discriminate minute differences in thickness and refraction of non-stained transparent specimens, such as living cells in culture."
"1647749769-3926","https://www.ncbi.nlm.nih.gov/mesh/?term=Shc","A family of signaling adaptor proteins that contain SRC HOMOLOGY DOMAINS. Many members of this family are involved in transmitting signals from CELL SURFACE RECEPTORS to MITOGEN-ACTIVATED PROTEIN KINASES."
"1647751958-4494","https://www.ncbi.nlm.nih.gov/mesh/?term=NF-KappaB","An I-kappa B protein that inhibits the activity of dimeric NF-KAPPA B P50-REL complexes, sequesters transcription factor NF-kappaB as an inactive complex in the cytoplasm; and prevents NF-kappaB nuclear translocation and DNA binding."
"1647744413-2384","https://www.ncbi.nlm.nih.gov/mesh/?term=Accident","Unexpected and unintentional events, typically resulting in ACCIDENTAL INJURIES."
"1647741582-1331","https://www.ncbi.nlm.nih.gov/mesh/?term=S-Oxides","null"
"1647745734-2777","https://www.ncbi.nlm.nih.gov/mesh/?term=Wet","A form of RETINAL DEGENERATION in which abnormal CHOROIDAL NEOVASCULARIZATION occurs under the RETINA and MACULA LUTEA, causing bleeding and leaking of fluid. This leads to bulging and or lifting of the macula and the distortion or destruction of central vision."
"1647755182-5337","https://www.ncbi.nlm.nih.gov/mesh/?term=Nitrosamines","null"
"1647743854-2192","https://www.ncbi.nlm.nih.gov/mesh/?term=Hypocotyl","The region of the stem beneath the stalks of the seed leaves (cotyledons) and directly above the young root of the embryo plant. It grows rapidly in seedlings showing epigeal germination and lifts the cotyledons above the soil surface. In this region (the transition zone) the arrangement of vascular bundles in the root changes to that of the stem. (From Concise Dictionary of Biology, 1990)"
"1647759597-6351","https://www.ncbi.nlm.nih.gov/mesh/?term=9","null"
"1647759719-6387","https://www.ncbi.nlm.nih.gov/mesh/?term=Specificity","Binary classification measures to assess test results. Sensitivity or recall rate is the proportion of true positives. Specificity is the probability of correctly determining the absence of a condition. (From Last, Dictionary of Epidemiology, 2d ed)"
"1647759098-6229","https://www.ncbi.nlm.nih.gov/mesh/?term=Iris","The most anterior portion of the uveal layer, separating the anterior chamber from the posterior. It consists of two layers - the stroma and the pigmented epithelium. Color of the iris depends on the amount of melanin in the stroma on reflection from the pigmented epithelium."
"1647738571-164","https://www.ncbi.nlm.nih.gov/mesh/?term=Micrognathism","Abnormally small jaw."
"1647739027-340","https://www.ncbi.nlm.nih.gov/mesh/?term=Superantigens","null"
"1647740916-1073","https://www.ncbi.nlm.nih.gov/mesh/?term=Biglycan","A small leucine-rich proteoglycan found in a variety of tissues including CAPILLARY ENDOTHELIUM; SKELETAL MUSCLE; CARTILAGE; BONE; and TENDONS. The protein contains two glycosaminoglycan chains and is similar in structure to DECORIN."
"1647751903-4479","https://www.ncbi.nlm.nih.gov/mesh/?term=Germinal","The activated center of a lymphoid follicle in secondary lymphoid tissue where B-LYMPHOCYTES are stimulated by antigens and helper T cells (T-LYMPHOCYTES, HELPER-INDUCER) are stimulated to generate memory cells."
"1647743657-2135","https://www.ncbi.nlm.nih.gov/mesh/?term=Androgen-Binding","Carrier proteins produced in the Sertoli cells of the testis, secreted into the seminiferous tubules, and transported via the efferent ducts to the epididymis. They participate in the transport of androgens. Androgen-binding protein has the same amino acid sequence as SEX HORMONE-BINDING GLOBULIN. They differ by their sites of synthesis and post-translational oligosaccharide modifications."
"1647744020-2247","https://www.ncbi.nlm.nih.gov/mesh/?term=Rehabilitation","Restoration of human functions to the maximum degree possible in a person or persons suffering from disease or injury."
"1647743171-1949","https://www.ncbi.nlm.nih.gov/mesh/?term=N-Oxides","Heterocyclic compounds in which an oxygen is attached to a cyclic nitrogen."
"1647747904-3425","https://www.ncbi.nlm.nih.gov/mesh/?term=Lactobacillus","A genus of gram-positive, microaerophilic, rod-shaped bacteria occurring widely in nature. Its species are also part of the many normal flora of the mouth, intestinal tract, and vagina of many mammals, including humans. Pathogenicity from this genus is rare."
"1647741348-1240","https://www.ncbi.nlm.nih.gov/mesh/?term=Screws","BONE SCREWS to be used in the pedicle of the vertebral arch."
"1647753457-4849","https://www.ncbi.nlm.nih.gov/mesh/?term=Czech","Created 1 January 1993 as a result of the division of Czechoslovakia into the Czech Republic and Slovakia."
"1647749908-3958","https://www.ncbi.nlm.nih.gov/mesh/?term=Pain","An unpleasant sensation induced by noxious stimuli which are detected by NERVE ENDINGS of NOCICEPTIVE NEURONS."
"1647748075-3474","https://www.ncbi.nlm.nih.gov/mesh/?term=Circular","Any of the covalently closed DNA molecules found in bacteria, many viruses, mitochondria, plastids, and plasmids. Small, polydisperse circular DNA's have also been observed in a number of eukaryotic organisms and are suggested to have homology with chromosomal DNA and the capacity to be inserted into, and excised from, chromosomal DNA. It is a fragment of DNA formed by a process of looping out and deletion, containing a constant region of the mu heavy chain and the 3'-part of the mu switch region. Circular DNA is a normal product of rearrangement among gene segments encoding the variable regions of immunoglobulin light and heavy chains, as well as the T-cell receptor. (Riger et al., Glossary of Genetics, 5th ed and Segen, Dictionary of Modern Medicine, 1992)"
"1647750446-4083","https://www.ncbi.nlm.nih.gov/mesh/?term=Uteri","The hollow thick-walled muscular organ in the female PELVIS. It consists of the fundus which is the site of EMBRYO IMPLANTATION and FETAL DEVELOPMENT. Beyond the isthmus at the perineal end of fundus, is CERVIX UTERI (the neck) opening into VAGINA. Beyond the isthmi at the upper abdominal end of fundus, are the FALLOPIAN TUBES."
"1647738372-87","https://www.ncbi.nlm.nih.gov/mesh/?term=Origin","The origin recognition complex is a multi-subunit DNA-binding protein that initiates DNA REPLICATION in eukaryotes."
"1647757909-5925","https://www.ncbi.nlm.nih.gov/mesh/?term=Myelogenous","Clonal hematopoetic disorder caused by an acquired genetic defect in PLURIPOTENT STEM CELLS. It starts in MYELOID CELLS of the bone marrow, invades the blood and then other organs. The condition progresses from a stable, more indolent, chronic phase (LEUKEMIA, MYELOID, CHRONIC PHASE) lasting up to 7 years, to an advanced phase composed of an accelerated phase (LEUKEMIA, MYELOID, ACCELERATED PHASE) and BLAST CRISIS."
"1647744210-2314","https://www.ncbi.nlm.nih.gov/mesh/?term=Sulfites","null"
"1647744886-2542","https://www.ncbi.nlm.nih.gov/mesh/?term=Crotonates","null"
"1647756090-5550","https://www.ncbi.nlm.nih.gov/mesh/?term=Resonance","A continuing periodic change in displacement with respect to a fixed reference. (McGraw-Hill Dictionary of Scientific and Technical Terms, 6th ed)"
"1647753295-4813","https://www.ncbi.nlm.nih.gov/mesh/?term=Alpha","A stable prostaglandin endoperoxide analog which serves as a thromboxane mimetic. Its actions include mimicking the hydro-osmotic effect of VASOPRESSIN and activation of TYPE C PHOSPHOLIPASES. (From J Pharmacol Exp Ther 1983;224(1): 108-117; Biochem J 1984;222(1):103-110)"
"1647751564-4389","https://www.ncbi.nlm.nih.gov/mesh/?term=Sections","Thinly cut sections of frozen tissue specimens prepared with a cryostat or freezing microtome."
"1647740264-820","https://www.ncbi.nlm.nih.gov/mesh/?term=Service","Method of charging whereby a physician or other practitioner bills for each encounter or service rendered. In addition to physicians, other health care professionals are reimbursed via this mechanism. Fee-for-service plans contrast with salary, per capita, and prepayment systems, where the payment does not change with the number of services actually used or if none are used. (From Discursive Dictionary of Health Care, 1976)"
"1647744535-2427","https://www.ncbi.nlm.nih.gov/mesh/?term=Records","Works on authentic evidence, of something having legal importance. The concept includes certificates of birth, death, etc., as well as hospital, medical, and other institutional records."
"1647739631-574","https://www.ncbi.nlm.nih.gov/mesh/?term=Military","Persons including soldiers involved with the armed forces."
"1647759278-6273","https://www.ncbi.nlm.nih.gov/mesh/?term=4","null"
"1647749949-3967","https://www.ncbi.nlm.nih.gov/mesh/?term=Region","The continents and countries situated on those continents; the UNITED STATES and each of the constituent states arranged by region; CANADA and each of its provinces; AUSTRALIA and each of its states; the major bodies of water and major islands on both hemispheres; and selected major cities."
"1647760234-6519","https://www.ncbi.nlm.nih.gov/mesh/?term=Microsatellite","A variety of simple repeat sequences that are distributed throughout the GENOME. They are characterized by a short repeat unit of 2-8 basepairs that is repeated up to 100 times. They are also known as short tandem repeats (STRs)."
"1647759737-6392","https://www.ncbi.nlm.nih.gov/mesh/?term=Skin","The outer covering of the body that protects it from the environment. It is composed of the DERMIS and the EPIDERMIS."
"1647741693-1374","https://www.ncbi.nlm.nih.gov/mesh/?term=Serotyping","null"
"1647759879-6428","https://www.ncbi.nlm.nih.gov/mesh/?term=Gastrointestinal","A group of organs stretching from the MOUTH to the ANUS, serving to breakdown foods, assimilate nutrients, and eliminate waste. In humans, the digestive system includes the GASTROINTESTINAL TRACT and the accessory glands (LIVER; BILIARY TRACT; PANCREAS)."
"1647739058-352","https://www.ncbi.nlm.nih.gov/mesh/?term=Lamins","Nuclear matrix proteins that are structural components of the NUCLEAR LAMINA. They are found in most multicellular organisms."
"1647741708-1380","https://www.ncbi.nlm.nih.gov/mesh/?term=H3","Drugs that selectively bind to but do not activate HISTAMINE H3 RECEPTORS. They have been used to correct SLEEP WAKE DISORDERS and MEMORY DISORDERS."
"1647751587-4396","https://www.ncbi.nlm.nih.gov/mesh/?term=Warfare","Methods of conducting ARMED CONFLICTS."
"1647753753-4924","https://www.ncbi.nlm.nih.gov/mesh/?term=Artifacts","null"
"1647756611-5660","https://www.ncbi.nlm.nih.gov/mesh/?term=Grading","Methods which attempt to express in replicable terms the level of CELL DIFFERENTIATION in neoplasms as increasing ANAPLASIA correlates with the aggressiveness of the neoplasm."
"1647749780-3929","https://www.ncbi.nlm.nih.gov/mesh/?term=Neutrophil","Granular leukocytes having a nucleus with three to five lobes connected by slender threads of chromatin, and cytoplasm containing fine inconspicuous granules and stainable by neutral dyes."
"1647755830-5498","https://www.ncbi.nlm.nih.gov/mesh/?term=Biosynthetic","The chemical reactions in living organisms by which energy is provided for vital processes and activities and new material is assimilated."
"1647754129-5038","https://www.ncbi.nlm.nih.gov/mesh/?term=Interdigitating","A rare sarcoma of INTERDIGITATING CELLS found in the lymph nodes and non-lymphoid organs. They exhibit a variable immunophenotype and lack Birbeck granules."
"1647756195-5571","https://www.ncbi.nlm.nih.gov/mesh/?term=Melanosis","Disorders of increased melanin pigmentation that develop without preceding inflammatory disease."
"1647742827-1815","https://www.ncbi.nlm.nih.gov/mesh/?term=Biomolecular","NMR spectroscopy on small- to medium-size biological macromolecules. This is often used for structural investigation of proteins and nucleic acids, and often involves more than one isotope."
"1647748560-3615","https://www.ncbi.nlm.nih.gov/mesh/?term=Asbestos","Asbestos. Fibrous incombustible mineral composed of magnesium and calcium silicates with or without other elements. It is relatively inert chemically and used in thermal insulation and fireproofing. Inhalation of dust causes asbestosis and later lung and gastrointestinal neoplasms."
"1647754157-5046","https://www.ncbi.nlm.nih.gov/mesh/?term=Axitinib","null"
"1647747833-3404","https://www.ncbi.nlm.nih.gov/mesh/?term=temporaria","A species of the family Ranidae occurring in a wide variety of habitats from within the Arctic Circle to South Africa, Australia, etc."
"1647743345-2016","https://www.ncbi.nlm.nih.gov/mesh/?term=Glycerol","A trihydroxy sugar alcohol that is an intermediate in carbohydrate and lipid metabolism. It is used as a solvent, emollient, pharmaceutical agent, or sweetening agent."
"1647752029-4511","https://www.ncbi.nlm.nih.gov/mesh/?term=(Epidemiology)","Field concerned with the determination of causes, incidence, and characteristic behavior of disease outbreaks affecting human populations. It includes the interrelationships of host, agent, and environment as related to the distribution and control of disease."
"1647744821-2521","https://www.ncbi.nlm.nih.gov/mesh/?term=Wilms","Genes at loci that are involved in the development of WILMS TUMOR. Included are human WT1 at 11p13 and human WT2 (MTACR1) at 11p15."
"1647742780-1797","https://www.ncbi.nlm.nih.gov/mesh/?term=Valsalva","Forced expiratory effort against a closed GLOTTIS."
"1647757431-5823","https://www.ncbi.nlm.nih.gov/mesh/?term=Mucin","High molecular weight mucoproteins that protect the surface of EPITHELIAL CELLS by providing a barrier to particulate matter and microorganisms. Membrane-anchored mucins may have additional roles concerned with protein interactions at the cell surface."
"1647738190-16","https://www.ncbi.nlm.nih.gov/mesh/?term=Obstetric","Medical problems associated with OBSTETRIC LABOR, such as BREECH PRESENTATION; PREMATURE OBSTETRIC LABOR; HEMORRHAGE; or others. These complications can affect the well-being of the mother, the FETUS, or both."
"1647745873-2817","https://www.ncbi.nlm.nih.gov/mesh/?term=Enterocytes","null"
"1647738773-242","https://www.ncbi.nlm.nih.gov/mesh/?term=H4","G-Protein-coupled histamine receptors that are expressed primarily in BONE MARROW as well as in peripheral tissues and organs. They are expressed by immune cells that include EOSINOPHILS; T-CELLS; DENDRITIC CELLS; and MAST CELLS."
"1647738955-312","https://www.ncbi.nlm.nih.gov/mesh/?term=Digoxin","A cardiotonic glycoside obtained mainly from Digitalis lanata; it consists of three sugars and the aglycone DIGOXIGENIN. Digoxin has positive inotropic and negative chronotropic activity. It is used to control ventricular rate in ATRIAL FIBRILLATION and in the management of congestive heart failure with atrial fibrillation. Its use in congestive heart failure and sinus rhythm is less certain. The margin between toxic and therapeutic doses is small. (From Martindale, The Extra Pharmacopoeia, 30th ed, p666)"
"1647738706-216","https://www.ncbi.nlm.nih.gov/mesh/?term=Cisapride","null"
"1647741497-1298","https://www.ncbi.nlm.nih.gov/mesh/?term=Insemination","The deposit of SEMEN or SPERMATOZOA into the VAGINA to facilitate FERTILIZATION."
"1647741788-1411","https://www.ncbi.nlm.nih.gov/mesh/?term=Diaphragmatic","The musculofibrous partition that separates the THORACIC CAVITY from the ABDOMINAL CAVITY. Contraction of the diaphragm increases the volume of the thoracic cavity aiding INHALATION."
"1647743801-2176","https://www.ncbi.nlm.nih.gov/mesh/?term=Cutaneous","Skin lesions due to abnormal infiltration of MAST CELLS. Cutaneous mastocytosis is confined to the skin without the involvement of other tissues or organs, and is mostly found in children. The three major variants are: URTICARIA PIGMENTOSA; diffuse cutaneous mastocytosis; and SOLITARY MASTOCYTOMA OF SKIN."
"1647746164-2902","https://www.ncbi.nlm.nih.gov/mesh/?term=Deaminases","A family of conserved cytidine deaminases that catalyze the DEAMINATION of CYTIDINE to URIDINE. They are characterized by N and C-terminal zinc-dependent catalytic domains and have important functions in RNA EDITING; EPIGENTIC PROCESSES; and the INNATE IMMUNE RESPONSE against viruses."
"1647748821-3684","https://www.ncbi.nlm.nih.gov/mesh/?term=trkB","A protein-tyrosine kinase receptor that is specific for BRAIN-DERIVED NEUROTROPHIC FACTOR; NEUROTROPHIN 3; neurotrophin 4 and neurotrophin 5. It is widely expressed in nervous tissue and plays a role in mediating the effects of neurotrophins on growth and differentiation of neuronal cells."
"1647747167-3209","https://www.ncbi.nlm.nih.gov/mesh/?term=Appendix","A worm-like blind tube extension from the CECUM."
"1647757943-5932","https://www.ncbi.nlm.nih.gov/mesh/?term=Phosphohydrolases","A group of hydrolases which catalyze the hydrolysis of monophosphoric esters with the production of one mole of orthophosphate."
"1647758043-5954","https://www.ncbi.nlm.nih.gov/mesh/?term=c-myc","Basic helix-loop-helix transcription factors encoded by the c-myc genes. They are normally involved in nucleic acid metabolism and in mediating the cellular response to growth factors. Elevated and deregulated (constitutive) expression of c-myc proteins can cause tumorigenesis."
"1647749502-3862","https://www.ncbi.nlm.nih.gov/mesh/?term=Assembly","A histone chaperone that facilitates nucleosome assembly by mediating the formation of the histone octamer and its transfer to DNA."
"1647739628-573","https://www.ncbi.nlm.nih.gov/mesh/?term=Sweetening","Substances that sweeten food, beverages, medications, etc., such as sugar, saccharine or other low-calorie synthetic products. (From Random House Unabridged Dictionary, 2d ed)"
"1647739353-466","https://www.ncbi.nlm.nih.gov/mesh/?term=Zimbabwe","null"
"1647754518-5153","https://www.ncbi.nlm.nih.gov/mesh/?term=Antagonists","Used with chemicals, drugs, and endogenous substances to indicate substances or agents which counteract their biological effects by any mechanism."
"1647753898-4967","https://www.ncbi.nlm.nih.gov/mesh/?term=Canine","The domestic dog, Canis familiaris, comprising about 400 breeds, of the carnivore family CANIDAE. They are worldwide in distribution and live in association with people. (Walker's Mammals of the World, 5th ed, p1065)"
"1647739747-619","https://www.ncbi.nlm.nih.gov/mesh/?term=Metoprolol","A selective adrenergic beta-1 blocking agent that is commonly used to treat ANGINA PECTORIS; HYPERTENSION; and CARDIAC ARRHYTHMIAS."
"1647743783-2169","https://www.ncbi.nlm.nih.gov/mesh/?term=Bacteriophages","Viruses whose hosts are bacterial cells."
"1647754420-5123","https://www.ncbi.nlm.nih.gov/mesh/?term=Monosomy","The condition in which one chromosome of a pair is missing. In a normally diploid cell it is represented symbolically as 2N-1."
"1647741147-1162","https://www.ncbi.nlm.nih.gov/mesh/?term=Solutions","The homogeneous mixtures formed by the mixing of a solid, liquid, or gaseous substance (solute) with a liquid (the solvent), from which the dissolved substances can be recovered by physical processes. (From Grant and Hackh's Chemical Dictionary, 5th ed)"
"1647744434-2392","https://www.ncbi.nlm.nih.gov/mesh/?term=Transmembrane","A tumor necrosis factor receptor superfamily member found expressed on peripheral B-LYMPHOCYTES. It has specificity for B-CELL MATURATION ANTIGEN and TUMOR NECROSIS FACTOR LIGAND SUPERFAMILY MEMBER 13."
"1647738911-295","https://www.ncbi.nlm.nih.gov/mesh/?term=IFIH1","A DEAD box RNA helicase that contains two N-terminal CASPASE ACTIVATION AND RECRUITMENT DOMAINS. It functions as a sensor of viral NUCLEIC ACIDS such as DOUBLE-STRANDED RNA and activates the INNATE IMMUNE RESPONSE by inducing the expression of INTERFERON-ALPHA and INTERFERON-BETA. It may also regulate cell growth and APOPTOSIS."
"1647748126-3488","https://www.ncbi.nlm.nih.gov/mesh/?term=Potentials","Electrical responses recorded from nerve, muscle, SENSORY RECEPTOR, or area of the CENTRAL NERVOUS SYSTEM following stimulation. They range from less than a microvolt to several microvolts. The evoked potential can be auditory (EVOKED POTENTIALS, AUDITORY), somatosensory (EVOKED POTENTIALS, SOMATOSENSORY), visual (EVOKED POTENTIALS, VISUAL), or motor (EVOKED POTENTIALS, MOTOR), or other modalities that have been reported."
"1647738835-266","https://www.ncbi.nlm.nih.gov/mesh/?term=Leydig","A sex cord-gonadal stromal tumor consists of LEYDIG CELLS; SERTOLI CELLS; and FIBROBLASTS in varying proportions and degree of differentiation. Most such tumors produce ANDROGENS in the Leydig cells, formerly known as androblastoma or arrhenoblastoma. Androblastomas occur in the TESTIS or the OVARY causing precocious masculinization in the males, and defeminization, or virilization (VIRILISM) in the females. In some cases, the Sertoli cells produce ESTROGENS."
"1647740651-970","https://www.ncbi.nlm.nih.gov/mesh/?term=Microbiology","The study of microorganisms such as fungi, bacteria, algae, archaea, and viruses."
"1647752613-4656","https://www.ncbi.nlm.nih.gov/mesh/?term=Murine-Derived","Antibodies obtained from a single clone of cells grown in mice or rats."
"1647744471-2405","https://www.ncbi.nlm.nih.gov/mesh/?term=Submandibular","One of two salivary glands in the neck, located in the space bound by the two bellies of the digastric muscle and the angle of the mandible. It discharges through the submandibular duct. The secretory units are predominantly serous although a few mucous alveoli, some with serous demilunes, occur. (Stedman, 25th ed)"
"1647749133-3770","https://www.ncbi.nlm.nih.gov/mesh/?term=Ganglioside","A subclass of ACIDIC GLYCOSPHINGOLIPIDS. They contain one or more sialic acid (N-ACETYLNEURAMINIC ACID) residues. Using the Svennerholm system of abbrevations, gangliosides are designated G for ganglioside, plus subscript M, D, or T for mono-, di-, or trisialo, respectively, the subscript letter being followed by a subscript arabic numeral to indicated sequence of migration in thin-layer chromatograms. (From Oxford Dictionary of Biochemistry and Molecular Biology, 1997)"
"1647751279-4307","https://www.ncbi.nlm.nih.gov/mesh/?term=Synthases","Enzymes that catalyze the synthesis of FATTY ACIDS from acetyl-CoA and malonyl-CoA derivatives."
"1647748676-3646","https://www.ncbi.nlm.nih.gov/mesh/?term=Carbazoles","null"
"1647744006-2243","https://www.ncbi.nlm.nih.gov/mesh/?term=CD11c","An integrin alpha subunit of approximately 150-kDa molecular weight. It is expressed at high levels on monocytes and combines with CD18 ANTIGEN to form the cell surface receptor INTEGRIN ALPHAXBETA2. The subunit contains a conserved I-domain which is characteristic of several of alpha integrins."
"1647744332-2356","https://www.ncbi.nlm.nih.gov/mesh/?term=Pseudogenes","null"
"1647750058-3994","https://www.ncbi.nlm.nih.gov/mesh/?term=Cardiac","The hollow, muscular organ that maintains the circulation of the blood."
"1647740053-738","https://www.ncbi.nlm.nih.gov/mesh/?term=Dystrophy","A heterogenous group of inherited muscular dystrophy without the involvement of nervous system. The disease is characterized by MUSCULAR ATROPHY; MUSCLE WEAKNESS; CONTRACTURE of the elbows; ACHILLES TENDON; and posterior cervical muscles; with or without cardiac features. There are several INHERITANCE PATTERNS including X-linked (X CHROMOSOME), autosomal dominant (for LMNA-associated type see AUTOSOMAL EMERY-DREIFUSS MUSCULAR DYSTROPHY), and autosomal recessive gene mutations."
"1647750540-4104","https://www.ncbi.nlm.nih.gov/mesh/?term=Nkx-2.5","A homeobox-containing transcription factor that functions in heart development. Mutations in the NKX2-5 gene are associated with ATRIAL SEPTAL DEFECTS and TETRALOGY OF FALLOT."
"1647745594-2739","https://www.ncbi.nlm.nih.gov/mesh/?term=Radiologic","A specialty concerned with the use of x-ray and other forms of radiant energy in the diagnosis and treatment of disease."
"1647745048-2597","https://www.ncbi.nlm.nih.gov/mesh/?term=Diethylstilbestrol","A synthetic nonsteroidal estrogen used in the treatment of menopausal and postmenopausal disorders. It was also used formerly as a growth promoter in animals. According to the Fourth Annual Report on Carcinogens (NTP 85-002, 1985), diethylstilbestrol has been listed as a known carcinogen. (Merck, 11th ed)"
"1647741874-1444","https://www.ncbi.nlm.nih.gov/mesh/?term=jun","Retrovirus-associated DNA sequences (jun) originally isolated from the avian sarcoma virus 17 (ASV 17). The proto-oncogene jun (c-jun) codes for a nuclear protein which is involved in growth-related transcriptional control. Insertion of c-jun into ASV-17 or the constitutive expression of the c-jun protein produces tumorgenicity. The human c-jun gene is located at 1p31-32 on the short arm of chromosome 1."
"1647742323-1619","https://www.ncbi.nlm.nih.gov/mesh/?term=Granulocytes","null"
"1647739986-712","https://www.ncbi.nlm.nih.gov/mesh/?term=Voltage-Gated","A voltage-gated sodium channel subtype that is expressed in nociceptors, including spinal and trigeminal sensory neurons. It plays a role in the transmission of pain signals induced by cold, heat, and mechanical stimuli."
"1647755101-5316","https://www.ncbi.nlm.nih.gov/mesh/?term=Metaplasia","A condition in which there is a change of one adult cell type to another similar adult cell type."
"1647753313-4817","https://www.ncbi.nlm.nih.gov/mesh/?term=Pentoxifylline","A METHYLXANTHINE derivative that inhibits phosphodiesterase and affects blood rheology. It improves blood flow by increasing erythrocyte and leukocyte flexibility. It also inhibits platelet aggregation. Pentoxifylline modulates immunologic activity by stimulating cytokine production."
"1647754544-5161","https://www.ncbi.nlm.nih.gov/mesh/?term=Untranslated","The parts of the messenger RNA sequence that do not code for product, i.e. the 5' UNTRANSLATED REGIONS and 3' UNTRANSLATED REGIONS."
"1647748928-3716","https://www.ncbi.nlm.nih.gov/mesh/?term=Portugal","A country in southwestern Europe, bordering the North Atlantic Ocean, west of Spain. The capital is Lisbon."
"1647747749-3380","https://www.ncbi.nlm.nih.gov/mesh/?term=Syndecan-4","A ubiquitously expressed syndecan that is found in all stages of embryonic development and in most adult tissues. Syndecan-4 is found localized to focal adhesion sites in fibronectin-adherent cells and may play a role the process of CELL MIGRATION and CELL PROLIFERATION."
"1647750209-4028","https://www.ncbi.nlm.nih.gov/mesh/?term=papillomavirus","A family of small, non-enveloped DNA viruses infecting birds and most mammals, especially humans. They are grouped into multiple genera, but the viruses are highly host-species specific and tissue-restricted. They are commonly divided into hundreds of papillomavirus ""types"", each with specific gene function and gene control regions, despite sequence homology. Human papillomaviruses are found in the genera ALPHAPAPILLOMAVIRUS; BETAPAPILLOMAVIRUS; GAMMAPAPILLOMAVIRUS; and MUPAPILLOMAVIRUS."
"1647747892-3421","https://www.ncbi.nlm.nih.gov/mesh/?term=Keratin-20","A type I keratin expressed predominately in gastrointestinal epithelia, MERKEL CELLS, and the TASTE BUDS of the oral mucosa."
"1647742249-1590","https://www.ncbi.nlm.nih.gov/mesh/?term=4-Kinase","An enzyme that catalyzes the conversion of phosphatidylinositol (PHOSPHATIDYLINOSITOLS) to phosphatidylinositol 4-phosphate, the first committed step in the biosynthesis of phosphatidylinositol 4,5-bisphosphate."
"1647760245-6522","https://www.ncbi.nlm.nih.gov/mesh/?term=Proteins","Linear POLYPEPTIDES that are synthesized on RIBOSOMES and may be further modified, crosslinked, cleaved, or assembled into complex proteins with several subunits. The specific sequence of AMINO ACIDS determines the shape the polypeptide will take, during PROTEIN FOLDING, and the function of the protein."
"1647741904-1456","https://www.ncbi.nlm.nih.gov/mesh/?term=ECH-Associated","An adaptor protein characterized by an N-terminal BTB-POZ DOMAIN and six KELCH REPEATS that functions as a substrate for the E3 UBIQUITIN LIGASE complex. It negatively-regulates NF-E2-RELATED FACTOR 2 by targeting it for ubiquitination and degradation by the PROTEASOME. It also represses genes regulated by ANTIOXIDANT RESPONSE ELEMENTS."
"1647744479-2408","https://www.ncbi.nlm.nih.gov/mesh/?term=TIE-1","A TIE receptor found predominantly on ENDOTHELIAL CELLS. It is considered essential for vascular development and can form a heterodimer with the TIE-2 RECEPTOR. The TIE-1 receptor may play a role in regulating BLOOD VESSEL stability and maturation."
